позиция в рейтинге,SKU,название товара,категория,количество продано,выручка,доля выручки %,накопительная доля %,ABC категория,средняя цена продажи,расчётная себестоимость (30%),валовая прибыль,маржа %
1075,2742,Шарф взрослый шерсть липа,accessories,3.0,6900.0,0.0163,96.5388,C,2300.0,2070.0,4830.0,70.0
1076,393,Шарф взрослый коралл,accessories,3.0,6895.0,0.0163,96.5552,C,2298.33,2068.5,4826.5,70.0
1077,218,Шапка взрослая светло-серый,accessories,6.0,6886.0,0.0163,96.5715,C,1147.67,2065.8,4820.2,70.0
1078,2317,Шапка взрослая липа,accessories,6.0,6880.0,0.0163,96.5878,C,1146.67,2064.0,4816.0,70.0
1079,1036,Снуд капучино,accessories,13.0,6875.0,0.0163,96.604,C,528.85,2062.5,4812.5,70.0
1080,1045,Шарф взрослый шерсть оливка,accessories,3.0,6860.0,0.0162,96.6203,C,2286.67,2058.0,4802.0,70.0
1081,2732,Джемпер Джеки Нью интерлок шерсть зеленое яблоко,knitwear,1.0,6840.0,0.0162,96.6365,C,6840.0,2052.0,4788.0,70.0
1082,2809,Джемпер Монпансье ваниль-ириска,knitwear,1.0,6840.0,0.0162,96.6527,C,6840.0,2052.0,4788.0,70.0
1083,2812,Джемпер Кувшинки слива-персик,knitwear,1.0,6840.0,0.0162,96.6689,C,6840.0,2052.0,4788.0,70.0
1084,2815,Джемпер Кувшинки джинс-молочный,pants,1.0,6840.0,0.0162,96.6851,C,6840.0,2052.0,4788.0,70.0
1085,2550,Свитшот женский лаванда,tops_blouses,1.0,6800.0,0.0161,96.7012,C,6800.0,2040.0,4760.0,70.0
1086,436,Платье интерлок беж,dresses,1.0,6800.0,0.0161,96.7173,C,6800.0,2040.0,4760.0,70.0
1087,498,Платье интерлок пудра,dresses,1.0,6800.0,0.0161,96.7334,C,6800.0,2040.0,4760.0,70.0
1088,896,Жилет ромашки серо-лавандовый,knitwear,2.0,6800.0,0.0161,96.7495,C,3400.0,2040.0,4760.0,70.0
1089,2061,Джемпер в рубчик укороченный темно-синий,knitwear,3.0,6670.0,0.0158,96.7653,C,2223.33,2001.0,4669.0,70.0
1090,2214,Топ на широких бретелях пайетки черный,tops_blouses,4.0,6606.0,0.0156,96.781,C,1651.5,1981.8,4624.2,70.0
1091,2813,Джемпер Кувшинки красный-персик,knitwear,1.0,6600.0,0.0156,96.7966,C,6600.0,1980.0,4620.0,70.0
1092,346,Шапка Взрослая лиловый,accessories,6.0,6574.0,0.0156,96.8122,C,1095.67,1972.2,4601.8,70.0
1093,2114,Снуд шерсть олива,accessories,9.0,6560.0,0.0155,96.8277,C,728.89,1968.0,4592.0,70.0
1094,2738,Плед трикотажный Бантики бургунди-розовый,accessories,1.0,6555.0,0.0155,96.8433,C,6555.0,1966.5,4588.5,70.0
1095,1105,Палантин трикотажный Листочки орех-молочный,accessories,2.0,6520.0,0.0154,96.8587,C,3260.0,1956.0,4564.0,70.0
1096,2268,Снуд шерсть молочный,accessories,9.0,6520.0,0.0154,96.8741,C,724.44,1956.0,4564.0,70.0
1097,701,Платье на запах муслин черный,dresses,2.0,6500.0,0.0154,96.8895,C,3250.0,1950.0,4550.0,70.0
1098,1235,Пальто женское укороченное лайм,outerwear,1.0,6491.3,0.0154,96.9049,C,6491.3,1947.39,4543.91,70.0
1099,1126,Футболка женская оверсайз белая,tshirts_longsleeves,4.0,6480.0,0.0153,96.9203,C,1620.0,1944.0,4536.0,70.0
1100,2261,Джемпер Чешуйки оверсайз шоко-байкал,knitwear,1.0,6480.0,0.0153,96.9356,C,6480.0,1944.0,4536.0,70.0
1101,2795,Джемпер Ромашки Нью изумруд-яркая фуксия,knitwear,1.0,6480.0,0.0153,96.951,C,6480.0,1944.0,4536.0,70.0
1102,2814,Джемпер Кувшинки темно-синий-молочный,knitwear,1.0,6480.0,0.0153,96.9663,C,6480.0,1944.0,4536.0,70.0
1103,2866,Юбка Город в горох ваниль макси,skirts,1.0,6480.0,0.0153,96.9817,C,6480.0,1944.0,4536.0,70.0
1104,2583,Свитер мужской Релакс круглый ворот маренго,knitwear,1.0,6460.0,0.0153,96.997,C,6460.0,1938.0,4522.0,70.0
1105,1084,Свитер Кострома V-вырез джинс,pants,2.0,6430.0,0.0152,97.0122,C,3215.0,1929.0,4501.0,70.0
1106,609,Свитер Кострома V-вырез бежевый,knitwear,2.0,6420.0,0.0152,97.0274,C,3210.0,1926.0,4494.0,70.0
1107,2504,Комбинация вискоза бежевый,other,5.0,6400.0,0.0152,97.0426,C,1280.0,1920.0,4480.0,70.0
1108,959,Рубашка вискоза лайм,tops_blouses,2.0,6400.0,0.0152,97.0577,C,3200.0,1920.0,4480.0,70.0
1109,2713,Костюм женский Жасмин,suits,1.0,6324.0,0.015,97.0727,C,6324.0,1897.2,4426.8,70.0
1110,2408,Футболка трикотажная шерсть алый,tshirts_longsleeves,2.0,6300.0,0.0149,97.0876,C,3150.0,1890.0,4410.0,70.0
1111,2458,Футболка трикотажная шерсть орех,tshirts_longsleeves,2.0,6300.0,0.0149,97.1026,C,3150.0,1890.0,4410.0,70.0
1112,900,Юбка вискоза миди розовая,skirts,2.0,6300.0,0.0149,97.1175,C,3150.0,1890.0,4410.0,70.0
1113,935,Футболка базовая беж,tshirts_longsleeves,4.0,6280.5,0.0149,97.1324,C,1570.12,1884.15,4396.35,70.0
1114,644,Тельняшка тонкая синий,tshirts_longsleeves,3.0,6270.0,0.0149,97.1472,C,2090.0,1881.0,4389.0,70.0
1115,960,Рубашка вискоза травяной,tops_blouses,2.0,6240.0,0.0148,97.162,C,3120.0,1872.0,4368.0,70.0
1116,1141,Футболка женская оверсайз олива,tshirts_longsleeves,4.0,6226.0,0.0147,97.1767,C,1556.5,1867.8,4358.2,70.0
1117,2581,Свитер мужской Релакс круглый ворот черный,knitwear,1.0,6200.0,0.0147,97.1914,C,6200.0,1860.0,4340.0,70.0
1118,2614,Джемпер Агата шерсть имбирь,knitwear,1.0,6200.0,0.0147,97.2061,C,6200.0,1860.0,4340.0,70.0
1119,2717,Джемпер Агата шерсть красный,knitwear,1.0,6200.0,0.0147,97.2208,C,6200.0,1860.0,4340.0,70.0
1120,856,Свитер с горлом олива,knitwear,3.0,6200.0,0.0147,97.2355,C,2066.67,1860.0,4340.0,70.0
1121,976,Джемпер Джаред оверсайз розовый,knitwear,1.0,6200.0,0.0147,97.2502,C,6200.0,1860.0,4340.0,70.0
1122,1020,Шапка мужская бини синий,accessories,7.0,6150.0,0.0146,97.2647,C,878.57,1845.0,4305.0,70.0
1123,2476,Брюки трикотажные ажур Бриз ваниль,pants,1.0,6150.0,0.0146,97.2793,C,6150.0,1845.0,4305.0,70.0
1124,948,Топ на бретелях муслин белый,tops_blouses,4.0,6141.0,0.0145,97.2939,C,1535.25,1842.3,4298.7,70.0
1125,2267,Платье интерлок шерсть миди горький шоколад,dresses,1.0,6120.0,0.0145,97.3083,C,6120.0,1836.0,4284.0,70.0
1126,2579,Свитер мужской Релакс круглый ворот графит,knitwear,1.0,6120.0,0.0145,97.3228,C,6120.0,1836.0,4284.0,70.0
1127,2726,Джемпер Авангард жаккард слива-ириска,knitwear,1.0,6120.0,0.0145,97.3373,C,6120.0,1836.0,4284.0,70.0
1128,757,Костюм Кострома Хаки,suits,1.0,6120.0,0.0145,97.3518,C,6120.0,1836.0,4284.0,70.0
1129,270,Шарф взрослый мята,accessories,3.0,6090.0,0.0144,97.3663,C,2030.0,1827.0,4263.0,70.0
1130,232,Шапка взрослая зеленый,accessories,5.0,6088.0,0.0144,97.3807,C,1217.6,1826.4,4261.6,70.0
1131,2507,Топ на широких бретелях вискоза тауп,tops_blouses,2.0,6080.0,0.0144,97.3951,C,3040.0,1824.0,4256.0,70.0
1132,1109,Шапка мужская бини красный,accessories,7.0,6075.0,0.0144,97.4095,C,867.86,1822.5,4252.5,70.0
1133,2057,Топ с горлом в рубчик шоко,tops_blouses,4.0,6000.0,0.0142,97.4237,C,1500.0,1800.0,4200.0,70.0
1134,2126,Шапка взрослая персик,accessories,5.0,6000.0,0.0142,97.4379,C,1200.0,1800.0,4200.0,70.0
1135,2497,Футболка трикотажная косичка васильковый,tshirts_longsleeves,4.0,6000.0,0.0142,97.4521,C,1500.0,1800.0,4200.0,70.0
1136,809,Шапка взрослая шерсть маренго,accessories,4.0,6000.0,0.0142,97.4663,C,1500.0,1800.0,4200.0,70.0
1137,1066,Рубашка мужская oversize фланель орех,tops_blouses,1.0,5900.0,0.014,97.4803,C,5900.0,1770.0,4130.0,70.0
1138,2021,Топ в рубчик V-вырез фуксия,tops_blouses,6.0,5890.0,0.014,97.4943,C,981.67,1767.0,4123.0,70.0
1139,2360,Джемпер лютики жемчужный с розовым,knitwear,1.0,5890.0,0.014,97.5082,C,5890.0,1767.0,4123.0,70.0
1140,2794,Косынка трикотажная шерсть горький шоколад,accessories,2.0,5890.0,0.014,97.5222,C,2945.0,1767.0,4123.0,70.0
1141,745,Пиджак вискоза синий,jackets_blazers,1.0,5865.0,0.0139,97.5361,C,5865.0,1759.5,4105.5,70.0
1142,558,Шапка взрослая мята-лайм,accessories,5.0,5860.0,0.0139,97.5499,C,1172.0,1758.0,4102.0,70.0
1143,2892,Юбка трикотажная мини А-силуэта светлый беж,skirts,2.0,5856.0,0.0139,97.5638,C,2928.0,1756.8,4099.2,70.0
1144,333,Шапка детская джинс,accessories,6.0,5851.0,0.0139,97.5777,C,975.17,1755.3,4095.7,70.0
1145,1094,Брюки палаццо в пайетках черный,pants,2.0,5800.0,0.0137,97.5914,C,2900.0,1740.0,4060.0,70.0
1146,2047,Рубашка льняная алый,tops_blouses,1.0,5800.0,0.0137,97.6051,C,5800.0,1740.0,4060.0,70.0
1147,2773,Жилет стеганый двусторонний с карманами голубой,knitwear,1.0,5800.0,0.0137,97.6189,C,5800.0,1740.0,4060.0,70.0
1148,2747,Джемпер Авангард жаккард горький шоколад-капучино,knitwear,1.0,5760.0,0.0136,97.6325,C,5760.0,1728.0,4032.0,70.0
1149,2798,Платье туника с разрезом макси горький шоколад,dresses,1.0,5760.0,0.0136,97.6462,C,5760.0,1728.0,4032.0,70.0
1150,736,Снуд тауп,accessories,12.0,5750.0,0.0136,97.6598,C,479.17,1725.0,4025.0,70.0
1151,2477,Брюки трикотажные ажур Волна ваниль,pants,1.0,5740.0,0.0136,97.6734,C,5740.0,1722.0,4018.0,70.0
1152,966,Рубашка хлопок в полоску,tops_blouses,2.0,5688.0,0.0135,97.6869,C,2844.0,1706.4,3981.6,70.0
1153,2289,Топ на бретелях вискоза бежевый в цветок,tops_blouses,4.0,5640.0,0.0134,97.7002,C,1410.0,1692.0,3948.0,70.0
1154,2593,Палантин Полимаркет в полоску полынь-голубой,accessories,1.0,5600.0,0.0133,97.7135,C,5600.0,1680.0,3920.0,70.0
1155,2400,Юбка трикотажная ажур Листочки полынь,skirts,1.0,5580.0,0.0132,97.7267,C,5580.0,1674.0,3906.0,70.0
1156,2560,Джемпер женский Грибочки персик-желтый,knitwear,1.0,5580.0,0.0132,97.7399,C,5580.0,1674.0,3906.0,70.0
1157,1162,Юбка трикотаж серый,skirts,2.0,5510.0,0.0131,97.753,C,2755.0,1653.0,3857.0,70.0
1158,1204,Шапка взрослая маренго-беж,accessories,5.0,5420.0,0.0128,97.7658,C,1084.0,1626.0,3794.0,70.0
1159,1075,Джемпер Джеки шерсть орех,knitwear,1.0,5400.0,0.0128,97.7786,C,5400.0,1620.0,3780.0,70.0
1160,2109,Шарф взрослый оранжевый,accessories,2.0,5400.0,0.0128,97.7914,C,2700.0,1620.0,3780.0,70.0
1161,2265,Джемпер коралл маренго,knitwear,1.0,5400.0,0.0128,97.8042,C,5400.0,1620.0,3780.0,70.0
1162,2420,Юбка трикотажная ажур Бриз синий,skirts,1.0,5400.0,0.0128,97.817,C,5400.0,1620.0,3780.0,70.0
1163,2422,Юбка трикотажная ажур Бриз графит,skirts,1.0,5400.0,0.0128,97.8298,C,5400.0,1620.0,3780.0,70.0
1164,2426,Поло трикотажное ажур Ананас яркая фуксия,tops_blouses,1.0,5400.0,0.0128,97.8426,C,5400.0,1620.0,3780.0,70.0
1165,2427,Поло трикотажное ажур Ананас светло-желтый,tops_blouses,1.0,5400.0,0.0128,97.8554,C,5400.0,1620.0,3780.0,70.0
1166,2430,Поло трикотажное ажур Ананас голубой,tops_blouses,1.0,5400.0,0.0128,97.8681,C,5400.0,1620.0,3780.0,70.0
1167,2431,Поло трикотажное ажур Ананас лиловый,tops_blouses,1.0,5400.0,0.0128,97.8809,C,5400.0,1620.0,3780.0,70.0
1168,461,Платье комбинация искуственный шелк мокко,dresses,2.0,5400.0,0.0128,97.8937,C,2700.0,1620.0,3780.0,70.0
1169,2673,Джемпер Алиса шерсть горячий шоколад,knitwear,1.0,5394.0,0.0128,97.9065,C,5394.0,1618.2,3775.8,70.0
1170,706,Рубашка лен морская волна,tops_blouses,1.0,5394.0,0.0128,97.9193,C,5394.0,1618.2,3775.8,70.0
1171,1037,Свитер базовый круглый ворот нефрит,knitwear,2.0,5365.0,0.0127,97.932,C,2682.5,1609.5,3755.5,70.0
1172,2136,Джемпер в рубчик укороченный полынь,knitwear,2.0,5365.0,0.0127,97.9447,C,2682.5,1609.5,3755.5,70.0
1173,844,снуд оранжевый,accessories,9.0,5365.0,0.0127,97.9574,C,596.11,1609.5,3755.5,70.0
1174,2429,Поло трикотажное ажур Ананас желтый,tops_blouses,1.0,5240.0,0.0124,97.9698,C,5240.0,1572.0,3668.0,70.0
1175,2274,Джемпер Джеки шерсть интерлок шампань,knitwear,1.0,5238.0,0.0124,97.9822,C,5238.0,1571.4,3666.6,70.0
1176,2051,Рубашка льняная зеленая,tops_blouses,1.0,5220.0,0.0124,97.9946,C,5220.0,1566.0,3654.0,70.0
1177,1230,Джемпер Клубнички женский желтый,knitwear,1.0,5200.0,0.0123,98.0069,C,5200.0,1560.0,3640.0,70.0
1178,2337,Жилет геометрия розово-голубой,knitwear,1.0,5200.0,0.0123,98.0192,C,5200.0,1560.0,3640.0,70.0
1179,2350,Шарф взрослый сливочно-желтый,accessories,2.0,5200.0,0.0123,98.0315,C,2600.0,1560.0,3640.0,70.0
1180,860,Джемпер Ромашки черный,knitwear,1.0,5200.0,0.0123,98.0439,C,5200.0,1560.0,3640.0,70.0
1181,312,Снуд горчица,accessories,11.0,5150.0,0.0122,98.0561,C,468.18,1545.0,3605.0,70.0
1182,2418,Юбка трикотажная ажур Бриз фиолетовый,skirts,1.0,5130.0,0.0122,98.0682,C,5130.0,1539.0,3591.0,70.0
1183,794,Шапка взрослая меринос серебро,accessories,2.0,5040.0,0.0119,98.0802,C,2520.0,1512.0,3528.0,70.0
1184,382,Снуд серый меланж,accessories,11.0,5025.0,0.0119,98.0921,C,456.82,1507.5,3517.5,70.0
1185,2062,Футболка мужская хаки,tshirts_longsleeves,3.0,5001.0,0.0118,98.1039,C,1667.0,1500.3,3500.7,70.0
1186,2586,Подарочный сертификат 5000,gift_cards,1.0,5000.0,0.0118,98.1157,C,5000.0,1500.0,3500.0,70.0
1187,429,Снуд зефир,accessories,10.0,5000.0,0.0118,98.1276,C,500.0,1500.0,3500.0,70.0
1188,893,Шапка взрослая нефритово-лиловый,accessories,4.0,5000.0,0.0118,98.1394,C,1250.0,1500.0,3500.0,70.0
1189,2259,Джемпер Джеки интерлок черный,knitwear,1.0,4860.0,0.0115,98.1509,C,4860.0,1458.0,3402.0,70.0
1190,963,Рубашка льняная бирюза,tops_blouses,1.0,4860.0,0.0115,98.1625,C,4860.0,1458.0,3402.0,70.0
1191,340,Шапка детская манго,accessories,5.0,4851.0,0.0115,98.174,C,970.2,1455.3,3395.7,70.0
1192,1278,Плед трикотажный зефир,accessories,1.0,4800.0,0.0114,98.1853,C,4800.0,1440.0,3360.0,70.0
1193,1279,Плед жаккардовый клечатый,accessories,1.0,4800.0,0.0114,98.1967,C,4800.0,1440.0,3360.0,70.0
1194,2127,Шарф взрослый персик,accessories,2.0,4800.0,0.0114,98.2081,C,2400.0,1440.0,3360.0,70.0
1195,941,Футболка женская оверсайз корица,tshirts_longsleeves,3.0,4770.0,0.0113,98.2194,C,1590.0,1431.0,3339.0,70.0
1196,989,Футболка базовая голубая,tshirts_longsleeves,3.0,4770.0,0.0113,98.2307,C,1590.0,1431.0,3339.0,70.0
1197,611,Снуд апельсин,accessories,9.0,4750.0,0.0113,98.2419,C,527.78,1425.0,3325.0,70.0
1198,259,Шарф взрослый серо-голубой,accessories,2.0,4700.0,0.0111,98.253,C,2350.0,1410.0,3290.0,70.0
1199,375,Снуд серо-голубой,accessories,10.0,4650.0,0.011,98.2641,C,465.0,1395.0,3255.0,70.0
1200,423,шапка детская серо-голубой,accessories,5.0,4603.5,0.0109,98.275,C,920.7,1381.05,3222.45,70.0
1201,1280,Шорты вискоза сирень,pants,1.0,4600.0,0.0109,98.2859,C,4600.0,1380.0,3220.0,70.0
1202,2591,Палантин в полоску оранжевый-лосось,accessories,1.0,4600.0,0.0109,98.2968,C,4600.0,1380.0,3220.0,70.0
1203,2785,Палантин трикотажный Рыбка нефрит-лиловый,accessories,1.0,4600.0,0.0109,98.3077,C,4600.0,1380.0,3220.0,70.0
1204,2796,Палантин трикотажный Рыбка горчица-зефирный,accessories,1.0,4600.0,0.0109,98.3185,C,4600.0,1380.0,3220.0,70.0
1205,878,Шапка взрослая яркая фуксия-апельсин,accessories,4.0,4600.0,0.0109,98.3294,C,1150.0,1380.0,3220.0,70.0
1206,607,Шарф взрослый ваниль,accessories,2.0,4590.0,0.0109,98.3403,C,2295.0,1377.0,3213.0,70.0
1207,2434,Косынка трикотажная апельсин,accessories,2.0,4560.0,0.0108,98.3511,C,2280.0,1368.0,3192.0,70.0
1208,379,Шапка взрослая беж классик,accessories,4.0,4560.0,0.0108,98.3619,C,1140.0,1368.0,3192.0,70.0
1209,827,Платье интерлок серо-голубой макси,dresses,1.0,4556.0,0.0108,98.3727,C,4556.0,1366.8,3189.2,70.0
1210,731,Снуд зеленый эмеральд,accessories,9.0,4550.0,0.0108,98.3835,C,505.56,1365.0,3185.0,70.0
1211,852,Тельняшка тонкая яркая фуксия-оранжевый,tshirts_longsleeves,2.0,4520.0,0.0107,98.3942,C,2260.0,1356.0,3164.0,70.0
1212,561,Шарф взрослый фиолетовый,accessories,2.0,4500.0,0.0107,98.4049,C,2250.0,1350.0,3150.0,70.0
1213,407,Платье интерлок хаки макси,dresses,1.0,4488.0,0.0106,98.4155,C,4488.0,1346.4,3141.6,70.0
1214,744,Пиджак вискоза изумруд,jackets_blazers,1.0,4485.0,0.0106,98.4261,C,4485.0,1345.5,3139.5,70.0
1215,2272,Снуд шерсть серый меланж,accessories,6.0,4432.0,0.0105,98.4366,C,738.67,1329.6,3102.4,70.0
1216,421,Снуд изумруд,accessories,10.0,4425.0,0.0105,98.4471,C,442.5,1327.5,3097.5,70.0
1217,2674,Юбка трикотажная А-силуэта шерсть горячий шоколад,skirts,1.0,4416.0,0.0105,98.4576,C,4416.0,1324.8,3091.2,70.0
1218,2165,Шапка взрослая эмеральд шерсть,accessories,2.0,4400.0,0.0104,98.468,C,2200.0,1320.0,3080.0,70.0
1219,785,Шапка взрослая меринос голубая,accessories,2.0,4400.0,0.0104,98.4784,C,2200.0,1320.0,3080.0,70.0
1220,1233,Рубашка джинсовая женская тауп,tops_blouses,1.0,4370.0,0.0104,98.4888,C,4370.0,1311.0,3059.0,70.0
1221,2589,Палантин в полоску брусника-липа,accessories,1.0,4370.0,0.0104,98.4991,C,4370.0,1311.0,3059.0,70.0
1222,2590,Палантин трикотажный в полоску шоколадно-бежевый,accessories,1.0,4370.0,0.0104,98.5095,C,4370.0,1311.0,3059.0,70.0
1223,972,Джемпер тонкий Wind Vikki желтый,knitwear,3.0,4350.0,0.0103,98.5198,C,1450.0,1305.0,3045.0,70.0
1224,2624,Джемпер Агата шерсть терракот,knitwear,1.0,4340.0,0.0103,98.53,C,4340.0,1302.0,3038.0,70.0
1225,2675,Джемпер Алиса шерсть кофе,knitwear,1.0,4340.0,0.0103,98.5403,C,4340.0,1302.0,3038.0,70.0
1226,2266,Юбка трикотажная прямая шерсть миди серый меланж,skirts,1.0,4320.0,0.0102,98.5506,C,4320.0,1296.0,3024.0,70.0
1227,2762,Шапка взрослая шерсть суровый,accessories,3.0,4320.0,0.0102,98.5608,C,1440.0,1296.0,3024.0,70.0
1228,2727,Джемпер Авангард жаккард слива-оранжевый,knitwear,1.0,4300.0,0.0102,98.571,C,4300.0,1290.0,3010.0,70.0
1229,2771,Палантин трикотажный Бантики серо-голубой,accessories,1.0,4278.0,0.0101,98.5811,C,4278.0,1283.4,2994.6,70.0
1230,366,Шапка детская светлый беж,accessories,5.0,4244.7,0.0101,98.5912,C,848.94,1273.41,2971.29,70.0
1231,165,Брюки трикотаж светлый беж,pants,1.0,4200.0,0.0099,98.6011,C,4200.0,1260.0,2940.0,70.0
1232,2103,Джемпер робот детский ежевика,knitwear,1.0,4200.0,0.0099,98.6111,C,4200.0,1260.0,2940.0,70.0
1233,529,Брюки трикотаж олива,pants,1.0,4200.0,0.0099,98.621,C,4200.0,1260.0,2940.0,70.0
1234,587,Свитер Кострома V-вырез голубой,knitwear,1.0,4200.0,0.0099,98.631,C,4200.0,1260.0,2940.0,70.0
1235,823,Панама искуствен,accessories,2.0,4180.0,0.0099,98.6409,C,2090.0,1254.0,2926.0,70.0
1236,2750,Юбка трикотажная прямая шерсть горячий шоколад миди,skirts,1.0,4176.0,0.0099,98.6507,C,4176.0,1252.8,2923.2,70.0
1237,198,Шорты лен зеленый,pants,1.0,4140.0,0.0098,98.6606,C,4140.0,1242.0,2898.0,70.0
1238,295,Шапка взрослая два подворота бордо,accessories,4.0,4140.0,0.0098,98.6704,C,1035.0,1242.0,2898.0,70.0
1239,2887,Анорак женский флисовый хаки,outerwear,1.0,4100.0,0.0097,98.6801,C,4100.0,1230.0,2870.0,70.0
1240,2888,Брюки женские флисовые хаки,pants,1.0,4100.0,0.0097,98.6898,C,4100.0,1230.0,2870.0,70.0
1241,2066,Шорты трикотажные тауп,pants,2.0,4080.0,0.0097,98.6995,C,2040.0,1224.0,2856.0,70.0
1242,2648,Снуд сливовый,accessories,9.0,4075.0,0.0097,98.7091,C,452.78,1222.5,2852.5,70.0
1243,612,Снуд лаванда,accessories,9.0,4075.0,0.0097,98.7188,C,452.78,1222.5,2852.5,70.0
1244,2417,Юбка трикотажная ажур Бриз серо-лавандовый,skirts,1.0,4050.0,0.0096,98.7283,C,4050.0,1215.0,2835.0,70.0
1245,2842,Зипка флисовая бежевый,tops_blouses,1.0,4050.0,0.0096,98.7379,C,4050.0,1215.0,2835.0,70.0
1246,2884,Анорак женский флисовый оранжевый,outerwear,1.0,4050.0,0.0096,98.7475,C,4050.0,1215.0,2835.0,70.0
1247,2885,Брюки женские флисовые оранжевый,pants,1.0,4050.0,0.0096,98.7571,C,4050.0,1215.0,2835.0,70.0
1248,2897,Анорак мужской флисовый хаки,outerwear,1.0,4050.0,0.0096,98.7667,C,4050.0,1215.0,2835.0,70.0
1249,2898,Брюки мужские флисовые хаки,pants,1.0,4050.0,0.0096,98.7763,C,4050.0,1215.0,2835.0,70.0
1250,1267,Тельняшка тонкая лимонно-зеленый,tshirts_longsleeves,4.0,4000.0,0.0095,98.7858,C,1000.0,1200.0,2800.0,70.0
1251,2466,Лонгслив женский в ассортименте,tshirts_longsleeves,4.0,4000.0,0.0095,98.7953,C,1000.0,1200.0,2800.0,70.0
1252,2518,Майка трикотажная V-вырез лайм,tops_blouses,2.0,3960.0,0.0094,98.8046,C,1980.0,1188.0,2772.0,70.0
1253,329,Шапка детская пудра,accessories,4.0,3910.5,0.0093,98.8139,C,977.62,1173.15,2737.35,70.0
1254,2183,Шарф взрослый шерсть винный,accessories,1.0,3900.0,0.0092,98.8231,C,3900.0,1170.0,2730.0,70.0
1255,2661,Шапка взрослая сливочная ириска,accessories,4.0,3880.0,0.0092,98.8323,C,970.0,1164.0,2716.0,70.0
1256,2269,Снуд шерсть красный,accessories,5.0,3855.0,0.0091,98.8415,C,771.0,1156.5,2698.5,70.0
1257,2248,Юбка трикотажная прямая шерсть макси черный,skirts,1.0,3840.0,0.0091,98.8506,C,3840.0,1152.0,2688.0,70.0
1258,1092,Свитер Кострома V-вырез нефрит,knitwear,1.0,3800.0,0.009,98.8596,C,3800.0,1140.0,2660.0,70.0
1259,1272,Шорты вискоза черный,pants,1.0,3800.0,0.009,98.8686,C,3800.0,1140.0,2660.0,70.0
1260,1282,Шорты вискоза синий джинс,pants,1.0,3800.0,0.009,98.8776,C,3800.0,1140.0,2660.0,70.0
1261,2519,Шорты муслин черный,pants,1.0,3800.0,0.009,98.8866,C,3800.0,1140.0,2660.0,70.0
1262,2617,Юбка трикотаж А-силуэта серый,skirts,1.0,3800.0,0.009,98.8956,C,3800.0,1140.0,2660.0,70.0
1263,2630,Юбка трикотажная прямая молочный миди,skirts,1.0,3800.0,0.009,98.9046,C,3800.0,1140.0,2660.0,70.0
1264,2803,Юбка трикотажная прямая джинс миди,skirts,1.0,3800.0,0.009,98.9136,C,3800.0,1140.0,2660.0,70.0
1265,833,Шапка взрослая лазурный,accessories,3.0,3800.0,0.009,98.9226,C,1266.67,1140.0,2660.0,70.0
1266,2412,Манишка на завязках с воротом шерсть черный,accessories,1.0,3780.0,0.009,98.9315,C,3780.0,1134.0,2646.0,70.0
1267,749,Брюки палаццо вискоза изумруд,pants,1.0,3780.0,0.009,98.9405,C,3780.0,1134.0,2646.0,70.0
1268,347,Шапка детская хаки,accessories,4.0,3771.0,0.0089,98.9494,C,942.75,1131.3,2639.7,70.0
1269,424,Шапка детская изумруд,accessories,4.0,3771.0,0.0089,98.9584,C,942.75,1131.3,2639.7,70.0
1270,338,Шапка детская мята,accessories,4.0,3742.0,0.0089,98.9672,C,935.5,1122.6,2619.4,70.0
1271,304,Снуд графит,accessories,8.0,3715.0,0.0088,98.976,C,464.38,1114.5,2600.5,70.0
1272,615,Снуд травяной,accessories,10.0,3715.0,0.0088,98.9848,C,371.5,1114.5,2600.5,70.0
1273,485,Шапка детская красный,accessories,4.0,3712.5,0.0088,98.9936,C,928.12,1113.75,2598.75,70.0
1274,945,Брюки вискоза голубые,pants,2.0,3710.0,0.0088,99.0024,C,1855.0,1113.0,2597.0,70.0
1275,499,Кардиган средней длины молочный,knitwear,1.0,3700.0,0.0088,99.0112,C,3700.0,1110.0,2590.0,70.0
1276,569,Кардиган средней длины олива,knitwear,1.0,3700.0,0.0088,99.0199,C,3700.0,1110.0,2590.0,70.0
1277,337,Шапка детская розовый,accessories,4.0,3672.0,0.0087,99.0286,C,918.0,1101.6,2570.4,70.0
1278,381,Шапка детская лаванда,accessories,4.0,3670.5,0.0087,99.0373,C,917.62,1101.15,2569.35,70.0
1279,2279,Футболка трикотажная шерсть бежевый,tshirts_longsleeves,1.0,3610.0,0.0086,99.0459,C,3610.0,1083.0,2527.0,70.0
1280,2512,Шорты вискоза серо-голубой,pants,1.0,3610.0,0.0086,99.0544,C,3610.0,1083.0,2527.0,70.0
1281,2587,Юбка трикотажная А-силуэта горький шоколад,skirts,1.0,3610.0,0.0086,99.063,C,3610.0,1083.0,2527.0,70.0
1282,2857,Футболка из тенсела белый,tshirts_longsleeves,1.0,3600.0,0.0085,99.0715,C,3600.0,1080.0,2520.0,70.0
1283,2679,Снуд ванильный,accessories,8.0,3550.0,0.0084,99.0799,C,443.75,1065.0,2485.0,70.0
1284,2453,Топ трикотажный ажур Волна байкал,tops_blouses,1.0,3500.0,0.0083,99.0882,C,3500.0,1050.0,2450.0,70.0
1285,761,Шапка взрослая бежевый,accessories,3.0,3480.0,0.0082,99.0964,C,1160.0,1044.0,2436.0,70.0
