model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Тельняшка тонкая красный,tshirts_longsleeves,1,654,1,бело-красный,100.0,23.0,45463.95,0.1077,1976.69,13639.18,31824.76,70.0,9.0,11220.0,11,145.6,X,B,BX,0.0,,stockout,develop_to_core,replenish_and_scale,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,,82.0251
Свитер с горлом брусника,knitwear,1,1170,1,брусничный,100.0,19.0,45460.0,0.1077,2392.63,13638.0,31822.0,70.0,0.0,0.0,6,213.64,Y,B,BY,4.0,,deadstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1900.0,82.1328
Рубашка женская вискоза незабудки,tops_blouses,1,1248,1,белый с незабудками,91.61,11.0,45289.98,0.1073,4117.27,13586.99,31702.99,70.0,5.0,18420.0,7,166.39,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,82.24
Шапка взрослая байкал,accessories,1,1059,1,голубой Байкал,100.0,40.0,45066.0,0.1068,1126.65,13519.8,31546.2,70.0,18.0,19544.0,16,97.47,X,B,BX,9.0,182.5,overstock,develop_to_core,protect_and_repeat,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1200.0,82.3468
Платье агата мини искусственный шелк,dresses,2,"2204, 2205",2,черный,61.9,10.0,44620.0,0.1057,4462.0,13386.0,31234.0,70.0,4.0,12140.0,4,301.33,Z,B,BZ,9.0,821.2,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,2500.0,82.4525
Юбка лапша олива,skirts,1,1161,1,оливковый,100.0,15.0,43900.0,0.104,2926.67,13170.0,30730.0,70.0,3.0,7500.0,8,163.51,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,82.5565
Манишка на завязках с воротом шерсть светлый,accessories,1,2276,1,бежевый,100.0,12.0,43775.4,0.1037,3647.95,13132.62,30642.78,70.0,2.0,7980.0,3,365.15,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4200.0,82.6602
Топ трикотажный ажур волна,tops_blouses,5,"2451, 2453, 2454, 2455, 2465",5,светло-желтый,33.72,12.0,43736.0,0.1036,3644.67,13120.8,30615.2,70.0,12.0,43736.0,5,264.58,Z,B,BZ,7.0,212.9,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3800.0,82.7638
Кардиган зебра оверсайз жаккард брусника с маренго,knitwear,1,2646,1,брусника-маренго,100.0,7.0,43560.0,0.1032,6222.86,13068.0,30492.0,70.0,7.0,43560.0,3,288.2,Z,B,BZ,9.0,469.3,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,5320.0,82.867
Юбка костюмная мини сливочно-желтый,skirts,1,2307,1,светло-желтый,100.0,11.0,43260.0,0.1025,3932.73,12978.0,30282.0,70.0,11.0,43260.0,6,208.7,Y,B,BY,-3.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4200.0,82.9694
Бомбер женский серый в клетку,outerwear,1,2074,1,серо-молочный,100.0,3.0,42920.0,0.1017,14306.67,12876.0,30044.0,70.0,0.0,0.0,2,351.19,Z,B,BZ,-1.0,,no_signal,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,14800.0,83.0711
Блузка женская с рюшей из тенсела,tops_blouses,1,1203,1,черный,100.0,9.0,42860.0,0.1015,4762.22,12858.0,30002.0,70.0,1.0,5600.0,4,254.95,Z,B,BZ,8.0,2920.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,5600.0,83.1726
Джемпер кувшинки байкал-сирень,knitwear,1,2810,1,голубой байкал-сирень,100.0,7.0,42776.0,0.1013,6110.86,12832.8,29943.2,70.0,7.0,42776.0,2,413.79,Z,B,BZ,4.0,208.6,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7200.0,83.274
Жилет баба-яга,knitwear,1,2537,1,маренго,100.0,7.0,42560.0,0.1008,6080.0,12768.0,29792.0,70.0,7.0,42560.0,4,251.93,Z,B,BZ,3.0,156.4,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6400.0,83.3748
Джемпер ромашки желтый с мятным,knitwear,1,873,1,желтый с мятой,100.0,8.0,42320.0,0.1002,5290.0,12696.0,29624.0,70.0,0.0,0.0,6,187.08,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,83.475
Юбка трикотажная прямая шоколад миди,skirts,1,2158,1,шоколадный,100.0,12.0,42320.0,0.1002,3526.67,12696.0,29624.0,70.0,4.0,14800.0,7,163.3,Y,B,BY,10.0,912.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,83.5753
Блуза бохо из тенсела горох,tops_blouses,2,"2491, 2492",2,молочно-ореховый,63.18,8.0,42180.0,0.0999,5272.5,12654.0,29526.0,70.0,8.0,42180.0,5,206.16,Y,B,BY,8.0,365.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",5200.0,83.6752
Платье одри макси джинс круглый ворот,dresses,1,2393,1,джинс,100.0,6.0,42120.0,0.0998,7020.0,12636.0,29484.0,70.0,6.0,42120.0,6,173.21,Y,B,BY,4.0,243.3,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",7200.0,83.7749
Юбка трикотажная а-силуэта,skirts,4,"2411, 2587, 2608, 2622",4,серый,56.6,12.0,41590.0,0.0985,3465.83,12477.0,29113.0,70.0,12.0,41590.0,7,173.21,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,83.8735
Платье тонкое трикотажное косичка макси брусника,dresses,1,2503,1,брусничный,100.0,8.0,41420.0,0.0981,5177.5,12426.0,28994.0,70.0,8.0,41420.0,3,320.16,Z,B,BZ,-1.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6400.0,83.9716
Юбка макси атлас шоколад леопард,skirts,1,1294,1,шоколадный,100.0,12.0,41076.0,0.0973,3423.0,12322.8,28753.2,70.0,0.0,0.0,6,200.0,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,84.0689
Юбка миди атласная беж,skirts,1,979,1,теплый беж,100.0,12.0,40580.0,0.0961,3381.67,12174.0,28406.0,70.0,0.0,0.0,4,243.77,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,84.165
Подарочный сертификат 10 000,gift_cards,1,1116,0,без цвета,100.0,4.0,40000.0,0.0948,10000.0,12000.0,28000.0,70.0,3.0,30000.0,4,223.61,Y,B,BY,5.0,608.3,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",10000.0,84.2598
Поло трикотажное морская волна с молочным,tops_blouses,1,2480,1,морская волна-молочный,100.0,12.0,39834.0,0.0944,3319.5,11950.2,27883.8,70.0,12.0,39834.0,7,191.49,Y,B,BY,1.0,30.4,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,84.3541
Анорак женский флисовый,outerwear,5,"2782, 2841, 2843, 2884, 2887",5,красный,38.39,10.0,39605.0,0.0938,3960.5,11881.5,27723.5,70.0,10.0,39605.0,2,338.82,Z,B,BZ,23.0,839.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4500.0,84.4479
Брюки прямые утепленные,pants,1,2636,1,тауп,100.0,11.0,39540.0,0.0937,3594.55,11862.0,27678.0,70.0,11.0,39540.0,4,243.77,Y,B,BY,4.0,132.7,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,84.5416
Свитер кострома джинс,pants,1,1083,1,синий джинс,100.0,11.0,39280.0,0.093,3570.91,11784.0,27496.0,70.0,0.0,0.0,6,188.73,Y,B,BY,0.0,,no_signal,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4200.0,84.6346
Капор шерсть,accessories,2,"2629, 2640",2,маренго,57.77,14.0,39277.0,0.093,2805.5,11783.1,27493.9,70.0,14.0,39277.0,4,300.68,Z,B,BZ,4.0,104.3,balanced,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3100.0,84.7277
Джемперу двусторонний конфетки,other,1,1130,1,нефрит-лаванда,100.0,8.0,39008.5,0.0924,4876.06,11702.55,27305.95,70.0,2.0,7858.5,5,254.95,Z,B,BZ,1.0,182.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,4030.0,84.8201
Кардиган оверсайз интерлок шерсть,knitwear,1,2691,1,красный,100.0,5.0,38958.0,0.0923,7791.6,11687.4,27270.6,70.0,5.0,38958.0,2,391.41,Z,B,BZ,2.0,146.0,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,8600.0,84.9124
